date,usd,eur,jpy,gbp,chf,nzd,cad,hkd,sgd,myr,twd,krw,idr,cny,sdr
02-Jan-1991,0.7725,,104.93,0.4005,0.9848,1.3113,0.8959,6.0228,1.3511,2.0919,20.94,553.42,1469,4.0341,0.5430
03-Jan-1991,0.7744,,103.46,0.3977,0.9756,1.3072,0.8953,6.0372,1.3482,2.0967,20.99,555.01,1472,4.0440,0.5431
04-Jan-1991,0.7782,,103.89,0.4002,0.9844,1.3096,0.8970,6.0672,1.3576,2.1072,21.10,557.19,1479,4.0638,0.5442
07-Jan-1991,0.7780,,105.67,0.4054,0.9966,1.3168,0.8980,6.0661,1.3655,2.1155,21.11,557.59,1481,4.0628,0.5443
08-Jan-1991,0.7779,,106.11,0.4090,1.0060,1.3147,0.8975,6.0688,1.3689,2.1202,21.13,557.83,1482,4.0623,0.5525
09-Jan-1991,0.7742,,105.96,0.4085,1.0031,1.3080,0.8929,6.0395,1.3626,2.1102,21.04,555.10,1475,4.0429,0.5501
10-Jan-1991,0.7737,,105.16,0.4060,0.9934,1.3067,0.8915,6.0360,1.3604,2.1095,21.03,555.13,1475,4.0403,0.5475
11-Jan-1991,0.7733,,104.16,0.4051,0.9924,1.2981,0.8929,6.0314,1.3596,2.1072,21.04,555.00,1474,4.0382,0.5474
14-Jan-1991,0.7732,,104.79,0.4095,0.9982,1.3006,0.8913,6.0306,1.3637,2.1097,21.15,555.00,1474,4.0377,0.5476
15-Jan-1991,0.7770,,105.27,0.4092,0.9983,1.3112,0.8932,6.0618,1.3706,2.1177,21.29,558.12,1482,4.0576,0.5528
16-Jan-1991,0.7847,,107.19,0.4122,1.0117,1.3162,0.9016,6.1206,1.3862,2.1414,21.47,563.81,1497,4.0978,0.5575
17-Jan-1991,0.7802,,104.35,0.4053,0.9924,1.3139,0.9008,6.0856,1.3654,2.1253,21.28,560.57,1489,4.0743,0.5550
18-Jan-1991,0.7827,,104.57,0.4061,0.9956,1.3145,0.9050,6.1027,1.3658,2.1339,21.32,562.45,1494,4.0873,0.5517
21-Jan-1991,0.7814,,103.79,0.4032,0.9873,1.3124,0.9046,6.0926,1.3596,2.1250,21.29,561.75,1492,4.0805,0.5500
22-Jan-1991,0.7805,,102.74,0.3994,0.9772,1.3076,0.9052,6.0832,1.3535,2.1201,21.25,561.18,1490,4.0758,
23-Jan-1991,0.7836,,103.92,0.4032,0.9858,1.3114,0.9065,6.1070,1.3588,2.1279,21.31,563.41,1497,4.0920,0.5455
24-Jan-1991,0.7836,,103.20,0.4004,0.9807,1.3095,0.9062,6.1078,1.3570,2.1200,21.26,563.80,1497,4.0920,0.5480
25-Jan-1991,0.7798,,103.27,0.3991,0.9814,1.3053,0.9039,6.0789,1.3469,2.1078,21.15,560.52,1490,4.0722,0.5430
29-Jan-1991,0.7835,,102.97,0.3986,0.9882,1.3084,0.9103,6.1074,1.3523,2.1130,21.24,563.18,1498,4.0915,0.5461
30-Jan-1991,0.7852,,103.32,0.3999,0.9912,1.3056,0.9099,6.1171,1.3553,2.1185,21.29,564.72,1502,4.1004,0.5458
31-Jan-1991,0.7849,,102.94,0.4002,0.9909,1.3080,0.9110,6.1148,1.3588,2.1181,21.27,564.34,1501,4.0988,0.5475
01-Feb-1991,0.7820,,102.86,0.3984,0.9861,1.3042,0.9087,6.0953,1.3522,2.1091,21.19,562.02,1494,4.0837,0.5451
04-Feb-1991,0.7819,,102.69,0.3960,0.9799,1.3023,0.9063,6.0969,1.3464,2.1076,21.19,562.50,1494,4.0832,0.5437
05-Feb-1991,0.7818,,101.81,0.3943,0.9778,1.2989,0.9060,6.0961,1.3392,2.1054,21.19,562.43,1494,4.0826,0.5409
06-Feb-1991,0.7763,,100.21,0.3895,0.9642,1.2915,0.8997,6.0540,1.3267,2.0891,21.04,559.01,1483,4.0539,0.5362
07-Feb-1991,0.7824,,100.66,0.3917,0.9677,1.3010,0.9055,6.0953,1.3381,2.1048,21.20,563.72,1494,4.0858,0.5383
08-Feb-1991,0.7784,,100.02,0.3917,0.9711,1.2947,0.9024,6.0693,1.3353,2.0962,21.09,561.30,1488,4.0649,0.5353
11-Feb-1991,0.7803,,99.68,0.3926,0.9699,1.2987,0.9031,6.0836,1.3355,2.0990,21.19,563.38,1491,4.0748,0.5369
12-Feb-1991,0.7810,,99.72,0.3911,0.9663,1.2933,0.9013,6.0875,1.3346,2.0996,21.18,563.88,1492,4.0785,0.5363
13-Feb-1991,0.7884,,101.48,0.3959,0.9825,1.3020,0.9097,6.1436,1.3501,2.1212,21.38,568.83,1507,4.1171,0.5418
14-Feb-1991,0.7869,,102.12,0.3968,0.9855,1.2963,0.9079,6.1311,1.3433,2.1163,21.34,567.75,1505,4.1093,0.5419
15-Feb-1991,0.7874,,102.05,0.3974,0.9886,1.2985,0.9076,6.1352,1.3479,2.1157,21.35,568.11,1506,4.1119,0.5435
18-Feb-1991,0.7884,,102.49,0.4002,0.9981,1.3005,0.9089,6.1444,1.3513,2.1239,21.38,568.44,1509,4.1171,0.5458
19-Feb-1991,0.7902,,103.08,0.4024,1.0024,1.3016,0.9113,6.1606,1.3570,2.1286,21.42,569.97,1513,4.1265,
20-Feb-1991,0.7869,,103.34,0.4023,1.0037,1.3030,0.9072,6.1317,1.3531,2.1238,21.33,567.59,1508,4.1093,0.5486
21-Feb-1991,0.7869,,103.30,0.4034,1.0045,1.3146,0.9072,6.1348,1.3546,2.1232,21.32,567.83,1508,4.1093,0.5485
22-Feb-1991,0.7878,,103.07,0.4019,1.0025,1.3154,0.9072,6.1385,1.3525,2.1255,21.39,568.79,1509,4.1140,0.5484
25-Feb-1991,0.7838,,103.66,0.4046,1.0150,1.3111,0.9040,6.1080,1.3513,2.1214,21.32,566.61,1504,4.0931,0.5458
26-Feb-1991,0.7843,,104.12,0.4061,1.0190,1.3067,0.9044,6.1135,1.3521,2.1258,21.31,567.68,1506,4.0957,0.5510
27-Feb-1991,0.7852,,104.32,0.4088,1.0284,1.3108,0.9041,6.1216,1.3571,2.1330,21.33,568.80,1508,4.1004,0.5533
28-Feb-1991,0.7851,,103.65,0.4087,1.0302,1.3105,0.9040,6.1173,1.3555,2.1327,21.34,568.73,1507,4.0999,0.5531
01-Mar-1991,0.7874,,105.26,0.4129,1.0441,1.3099,0.9053,6.1360,1.3642,2.1461,21.42,570.39,1512,4.1119,0.5543
04-Mar-1991,0.7824,,105.89,0.4134,1.0472,1.3042,0.9029,6.0976,1.3589,2.1352,21.29,566.61,1504,4.0858,0.5546
05-Mar-1991,0.7733,,104.35,0.4058,1.0293,1.2930,0.8946,6.0254,1.3413,2.1088,21.04,560.64,1487,4.0382,0.5492
06-Mar-1991,0.7684,,104.85,0.4068,1.0337,1.2941,0.8896,5.9874,1.3397,2.0998,20.93,557.09,1478,4.0127,0.5438
07-Mar-1991,0.7719,,104.69,0.4073,1.0337,1.2973,0.8941,6.0153,1.3435,2.1069,21.02,559.40,1485,4.0309,0.5498
08-Mar-1991,0.7649,,104.20,0.4076,1.0377,1.2910,0.8867,5.9620,1.3348,2.0889,20.87,554.40,1472,3.9944,0.5441
11-Mar-1991,0.7657,,105.84,0.4142,1.0586,1.2867,0.8904,5.9670,1.3423,2.0973,20.89,554.98,1476,3.9986,0.5468
12-Mar-1991,0.7697,,104.87,0.4128,1.0459,1.2873,0.8899,5.9982,1.3447,2.1013,21.00,558.11,1483,4.0195,0.5528
13-Mar-1991,0.7657,,104.71,0.4118,1.0444,1.2832,0.8838,5.9673,1.3373,2.0934,20.88,555.21,1475,3.9986,0.5482
14-Mar-1991,0.7680,,104.10,0.4121,1.0454,1.2890,0.8861,5.9849,1.3405,2.0975,20.93,556.95,1479,4.0106,0.5513
15-Mar-1991,0.7710,,105.07,0.4170,1.0588,1.2900,0.8907,6.0080,1.3506,2.1089,21.03,558.98,1486,4.0262,0.5532
18-Mar-1991,0.7696,,105.90,0.4224,1.0700,1.2959,0.8903,5.9979,1.3541,2.1077,20.99,558.27,1484,4.0189,0.5538
19-Mar-1991,0.7718,,106.49,0.4313,1.0869,1.2974,0.8913,6.0133,1.3634,2.1169,21.06,560.17,1489,4.0304,0.5612
20-Mar-1991,0.7713,,106.62,0.4352,1.0960,1.2926,0.8916,6.0074,1.3675,2.1168,21.04,559.81,1488,4.0278,0.5607
21-Mar-1991,0.7710,,106.62,0.4304,1.0883,1.2917,0.8921,6.0016,1.3639,2.1149,21.03,559.51,1488,4.0262,0.5675
22-Mar-1991,0.7727,,105.89,0.4292,1.0864,1.2974,0.8948,6.0149,1.3654,2.1191,21.10,560.36,1491,4.0351,0.5643
25-Mar-1991,0.7724,,106.51,0.4338,1.0917,1.3076,0.8956,6.0130,1.3661,2.1237,21.14,560.38,1491,4.0336,0.5650
26-Mar-1991,0.7696,,106.87,0.4409,1.1059,1.3119,0.8946,5.9921,1.3687,2.1226,21.06,558.34,1486,4.0189,0.5667
27-Mar-1991,0.7754,,107.17,0.4391,1.1057,1.3176,0.8996,6.0442,1.3801,2.1397,21.21,562.55,1497,4.0492,0.5745
28-Mar-1991,0.7752,,108.40,0.4467,1.1306,1.3202,0.8987,6.0427,1.3926,2.1543,21.29,562.41,1498,4.0482,0.5719
02-Apr-1991,0.7752,,107.73,0.4362,1.1027,1.3152,0.8971,6.0404,1.3818,2.1489,21.27,562.02,1497,4.0482,0.5738
03-Apr-1991,0.7759,,106.92,0.4378,1.1033,1.3135,0.8967,6.0512,1.3770,2.1337,21.28,562.76,1498,4.0518,0.5753
04-Apr-1991,0.7819,,107.49,0.4422,1.1134,1.3179,0.9040,6.0973,1.3826,2.1513,21.45,567.11,1511,4.0832,0.5751
05-Apr-1991,0.7844,,106.87,0.4400,1.1025,1.3205,0.9068,6.1160,1.3802,2.1540,21.52,568.93,1515,4.0962,0.5778
08-Apr-1991,0.7856,,107.64,0.4465,1.1222,1.3250,0.9070,6.1263,1.3897,2.1600,21.45,570.11,1519,4.1025,0.5758
09-Apr-1991,0.7864,,107.73,0.4458,1.1289,1.3306,0.9072,6.1298,1.3919,2.1626,21.47,571.01,1520,4.1460,0.5804
10-Apr-1991,0.7884,,106.53,0.4400,1.1131,1.3340,0.9083,6.1450,1.3856,2.1602,21.47,572.46,1523,4.1565,0.5799
11-Apr-1991,0.7849,,107.10,0.4412,1.1193,1.3290,0.9044,6.1162,1.3822,2.1514,21.40,569.68,1517,4.1381,0.5753
12-Apr-1991,0.7830,,106.39,0.4380,1.1066,1.3285,0.9012,6.1015,1.3757,2.1431,21.39,568.30,1514,4.1281,0.5758
15-Apr-1991,0.7825,,105.83,0.4391,1.1106,1.3276,0.9006,6.0974,1.3741,2.1423,21.33,567.94,1513,4.1234,0.5736
16-Apr-1991,0.7799,,105.17,0.4358,1.1068,1.3187,0.8952,6.0754,1.3648,2.1315,21.30,566.52,1508,4.1097,0.5720
17-Apr-1991,0.7806,,105.30,0.4355,1.1057,1.3210,0.8968,6.0813,1.3641,2.1306,21.33,567.03,1510,4.1134,0.5706
18-Apr-1991,0.7777,,106.00,0.4361,1.1088,1.3161,0.8956,6.0591,1.3650,2.1262,21.25,563.91,1504,4.1030,0.5699
19-Apr-1991,0.7712,,106.37,0.4416,1.1271,1.3093,0.8902,6.0078,1.3704,2.1193,21.18,558.97,1492,4.0756,0.5675
22-Apr-1991,0.7708,,106.96,0.4493,1.1342,1.3160,0.8924,6.0068,1.3736,2.1273,21.13,559.22,1493,4.0815,0.5724
23-Apr-1991,0.7742,,107.37,0.4545,1.1358,1.3167,0.8965,6.0341,1.3771,2.1378,21.17,562.22,1500,4.0958,0.5798
24-Apr-1991,0.7753,,106.53,0.4525,1.1273,1.3303,0.8961,6.0418,1.3717,2.1348,21.21,562.71,1502,4.1016,0.5816
26-Apr-1991,0.7778,,107.15,0.4587,1.1389,1.3278,0.8972,6.0637,1.3783,2.1454,21.32,563.67,1507,4.1149,0.5836
29-Apr-1991,0.7781,,108.08,0.4666,1.1660,1.3299,0.8981,6.0663,1.3856,2.1511,21.30,563.89,1509,4.1165,0.5833
30-Apr-1991,0.7817,,107.35,0.4613,1.1546,1.3326,0.8995,6.0940,1.3842,2.1567,21.35,566.81,1516,4.1332,0.5892
01-May-1991,0.7800,,106.43,0.4473,1.1184,1.3241,0.8986,6.0796,1.3748,2.1470,21.32,565.11,1512,4.1243,0.5817
02-May-1991,0.7769,,107.02,0.4508,1.1246,1.3264,0.8948,6.0558,1.3716,2.1369,21.22,562.86,1506,4.1079,0.5754
03-May-1991,0.7782,,107.31,0.4541,1.1337,1.3282,0.8946,6.0661,1.3745,2.1411,21.27,563.11,1509,4.1147,0.5797
06-May-1991,0.7810,,107.92,0.4576,1.1432,1.3264,0.8991,6.0875,1.3853,2.1534,21.32,564.66,1516,4.1446,0.5809
07-May-1991,0.7799,,107.98,0.4556,1.1443,1.3282,0.8979,6.0784,1.3796,2.1514,21.30,564.26,1514,4.1388,0.5834
08-May-1991,0.7822,,107.98,0.4535,1.1394,1.3285,0.9006,6.0955,1.3810,2.1568,21.36,566.47,1518,4.1510,0.5836
09-May-1991,0.7848,,108.48,0.4567,1.1497,1.3281,0.9039,6.1152,1.3899,2.1657,21.44,568.51,1523,4.1697,0.5855
10-May-1991,0.7820,,108.41,0.4558,1.1459,1.3277,0.9015,6.0936,1.3822,2.1570,21.38,567.73,1518,4.1548,0.5851
13-May-1991,0.7812,,108.53,0.4525,1.1355,1.3277,0.8994,6.0875,1.3816,2.1555,21.34,567.85,1517,4.1506,0.5839
14-May-1991,0.7781,,108.20,0.4492,1.1215,1.3240,0.8952,6.0630,1.3765,2.1464,21.22,566.07,1512,4.1341,0.5808
15-May-1991,0.7823,,107.88,0.4490,1.1193,1.3271,0.9004,6.0951,1.3806,2.1554,21.36,569.36,1520,4.1515,0.5823
16-May-1991,0.7826,,107.37,0.4457,1.1173,1.3246,0.8991,6.0941,1.3800,2.1522,21.35,568.72,1520,4.1531,0.5797
17-May-1991,0.7827,,107.83,0.4487,1.1292,1.3228,0.9003,6.0974,1.3844,2.1573,21.37,567.93,1520,4.1536,0.5795
20-May-1991,0.7816,,108.40,0.4592,1.1544,1.3272,0.8989,6.0883,1.3881,2.1625,21.32,566.97,1519,4.1580,0.5795
21-May-1991,0.7818,,107.95,0.4554,1.1426,1.3280,0.8986,6.0910,1.3838,2.1578,21.30,567.12,1520,4.1591,0.5860
22-May-1991,0.7760,,106.66,0.4476,1.1265,1.3211,0.8916,6.0437,1.3739,2.1397,21.18,563.30,1509,4.1254,0.5770
23-May-1991,0.7611,,105.02,0.4415,1.1137,1.3039,0.8754,5.9277,1.3483,2.1004,20.77,553.09,1480,4.0510,0.5656
24-May-1991,0.7597,,104.86,0.4379,1.1067,1.3022,0.8740,5.9146,1.3437,2.0938,20.68,551.54,1478,4.0436,0.5665
27-May-1991,0.7574,,104.71,0.4360,1.0960,1.3005,0.8703,5.8642,1.3387,2.0883,20.65,549.19,1474,4.0313,0.5627
28-May-1991,0.7606,,105.19,0.4391,1.1058,1.3044,0.8725,5.8939,1.3446,2.0990,20.72,551.51,1480,4.0484,
29-May-1991,0.7623,,104.93,0.4363,1.1008,1.3037,0.8740,5.9002,1.3455,2.1008,20.76,552.21,1483,4.0574,0.5663
30-May-1991,0.7628,,104.99,0.4410,1.1116,1.3050,0.8749,5.8991,1.3446,2.1030,20.74,551.66,1485,4.0701,0.5645
31-May-1991,0.7609,,104.91,0.4445,1.1138,1.3036,0.8712,5.8844,1.3428,2.0999,20.70,550.13,1481,4.0599,0.5656
03-Jun-1991,0.7569,,104.70,0.4457,1.1221,1.3005,0.8667,5.8580,1.3384,2.0917,20.60,546.94,1474,4.0421,0.5645
04-Jun-1991,0.7599,,105.53,0.4477,1.1322,1.3045,0.8694,5.8873,1.3458,2.1038,20.66,550.02,1481,4.0617,0.5707
05-Jun-1991,0.7605,,105.92,0.4485,1.1362,1.3036,0.8705,5.8870,1.3471,2.1039,20.66,552.12,1481,4.0649,0.5711
06-Jun-1991,0.7578,,105.61,0.4486,1.1350,1.3016,0.8695,5.8665,1.3449,2.0991,20.59,550.16,1476,4.0505,0.5693
07-Jun-1991,0.7533,,104.99,0.4477,1.1345,1.2952,0.8635,5.8272,1.3382,2.0863,,546.75,1468,4.0265,0.5658
10-Jun-1991,,,,,,,,,,,,,,,
11-Jun-1991,0.7535,,106.51,0.4508,1.1375,1.3082,0.8643,5.8189,1.3424,2.0932,20.49,547.79,1469,4.0342,0.5702
12-Jun-1991,0.7562,,106.98,0.4564,1.1458,1.3200,0.8652,5.8462,1.3487,2.1026,20.57,549.38,1475,4.0487,0.5725
13-Jun-1991,0.7532,,106.80,0.4583,1.1531,1.3159,0.8614,5.8241,1.3484,2.1009,20.49,546.07,1469,4.0374,0.5712
14-Jun-1991,0.7559,,106.66,0.4616,1.1607,1.3176,0.8642,5.8433,1.3518,2.1078,20.55,548.03,1475,4.0519,0.5764
17-Jun-1991,0.7575,,106.69,0.4652,1.1677,1.3178,0.8656,5.8521,1.3548,2.1133,20.60,547.90,1478,4.0604,0.5773
18-Jun-1991,0.7610,,107.32,0.4697,1.1824,1.3235,0.8691,5.8780,1.3620,2.1232,20.67,552.11,1485,4.0792,0.5799
19-Jun-1991,0.7615,,107.39,0.4735,1.1909,1.3230,0.8702,5.8818,1.3641,2.1257,20.69,552.47,1487,4.0819,0.5827
20-Jun-1991,0.7641,,106.50,0.4673,1.1717,1.3245,0.8728,5.9004,1.3590,2.1270,20.77,554.35,1492,4.0922,0.5836
21-Jun-1991,0.7652,,106.32,0.4712,1.1811,1.3276,0.8739,5.9165,1.3627,2.1309,20.79,554.85,1494,4.0981,0.5793
24-Jun-1991,0.7634,,106.49,0.4715,1.1898,1.3281,0.8733,5.8973,1.3573,2.1287,20.71,554.53,1491,4.0885,0.5800
25-Jun-1991,0.7655,,105.94,0.4658,1.1725,1.3306,0.8747,5.9231,1.3540,2.1302,20.77,557.67,1495,4.0997,0.5825
26-Jun-1991,0.7670,,106.21,0.4715,1.1929,1.3293,0.8759,5.9400,1.3571,2.1338,20.79,559.30,1498,4.1077,0.5821
27-Jun-1991,0.7677,,106.29,0.4699,1.1903,1.3280,0.8771,5.9474,1.3535,2.1346,20.83,558.42,1499,4.1115,0.5827
28-Jun-1991,0.7681,,106.19,0.4711,1.1948,1.3303,0.8772,5.9497,1.3576,2.1372,20.82,556.57,1500,4.1136,0.5825
01-Jul-1991,0.7674,,105.76,0.4737,1.1941,1.3341,0.8761,5.9623,1.3566,2.1414,20.80,554.91,1499,4.1099,0.5838
02-Jul-1991,0.7659,,106.06,0.4753,1.1985,1.3397,0.8752,5.9524,1.3555,2.1387,20.76,555.43,1497,4.1091,0.5821
03-Jul-1991,0.7631,,106.28,0.4756,1.2036,1.3416,0.8718,5.9312,1.3518,2.1317,20.63,555.08,1492,4.0988,0.5832
04-Jul-1991,0.7624,,106.30,0.4752,1.2065,1.3432,0.8710,5.9258,1.3487,2.1311,20.61,555.64,1491,4.0951,0.5832
05-Jul-1991,0.7638,,106.34,0.4767,1.2116,1.3485,0.8733,5.9324,1.3500,2.1341,20.64,556.66,1494,4.1026,
08-Jul-1991,0.7662,,106.16,0.4717,1.1999,1.3473,0.8761,5.9484,1.3493,2.1354,20.70,559.02,1498,4.1110,0.5863
09-Jul-1991,0.7658,,106.20,0.4705,1.1992,1.3499,0.8780,5.9415,1.3463,2.1351,20.69,559.26,1497,4.1053,0.5829
10-Jul-1991,0.7668,,106.36,0.4741,1.2105,1.3598,0.8801,5.9485,1.3496,2.1382,20.72,560.68,1500,4.1107,0.5841
11-Jul-1991,0.7678,,106.44,0.4739,1.2085,1.3626,0.8818,5.9633,1.3506,2.1402,20.76,561.57,1502,4.1160,0.5857
12-Jul-1991,0.7675,,106.53,0.4781,1.2212,1.3693,0.8817,5.9596,1.3538,2.1413,20.75,561.50,1502,4.1144,0.5843
15-Jul-1991,0.7731,,105.91,0.4698,1.1989,1.3700,0.8876,6.0023,1.3531,2.1475,20.87,565.52,1512,4.1396,0.5895
16-Jul-1991,0.7757,,106.23,0.4711,1.2056,1.3754,0.8891,6.0210,1.3592,2.1578,20.95,567.73,1517,4.1535,0.5873
17-Jul-1991,0.7750,,106.30,0.4711,1.2092,1.3676,0.8896,6.0132,1.3582,2.1584,20.91,567.22,1517,4.1497,0.5860
18-Jul-1991,0.7749,,106.11,0.4696,1.2054,1.3734,0.8897,6.0183,1.3586,2.1581,20.89,566.92,1516,4.1492,0.5868
19-Jul-1991,0.7726,,106.07,0.4623,1.1871,1.3682,0.8946,6.0070,1.3545,2.1494,20.81,566.11,1512,4.1433,0.5978
22-Jul-1991,0.7758,,106.01,0.4603,1.1757,1.3661,0.8971,6.0194,1.3577,2.1575,20.90,567.34,1518,4.1483,0.5825
23-Jul-1991,0.7738,,106.36,0.4642,1.1879,1.3732,0.8938,6.0021,1.3555,2.1577,20.85,565.34,1514,4.1376,0.5807
24-Jul-1991,0.7767,,106.37,0.4598,1.1789,1.3698,0.8971,6.0202,1.3561,2.1621,20.92,566.60,1520,4.1531,0.5841
25-Jul-1991,0.7751,,106.67,0.4610,1.1806,1.3625,0.8937,6.0090,1.3568,2.1585,20.87,563.58,1517,4.1445,0.5812
26-Jul-1991,0.7743,,107.11,0.4608,1.1816,1.3549,0.8918,6.0012,1.3576,2.1584,20.83,561.44,1517,4.1403,0.5808
29-Jul-1991,0.7761,,107.22,0.4632,1.1823,1.3568,0.8882,5.9931,1.3524,2.1631,20.87,560.88,1520,4.1338,0.5803
30-Jul-1991,0.7772,,107.10,0.4607,1.1825,1.3616,0.8928,6.0287,1.3580,2.1654,20.91,564.40,1523,4.1558,0.5827
31-Jul-1991,0.7775,,107.12,0.4618,1.1853,1.3612,0.8958,6.0334,1.3579,2.1672,20.91,564.54,1523,4.1574,0.5827
01-Aug-1991,0.7792,,106.89,0.4620,1.1861,1.3627,0.8965,6.0496,1.3568,2.1705,20.91,565.54,1526,4.1665,0.5841
02-Aug-1991,0.7780,,107.00,0.4648,1.1935,1.3582,0.8945,6.0431,1.3554,2.1687,20.81,565.22,1525,4.1600,0.5829
05-Aug-1991,0.7791,,106.96,0.4605,1.1764,1.3554,0.8959,6.0483,1.3521,2.1686,20.05,566.17,1526,4.1659,0.5867
06-Aug-1991,0.7828,,107.01,0.4572,1.1699,1.3597,0.8994,6.0765,1.3502,2.1715,20.94,569.88,1534,4.1828,0.5851
07-Aug-1991,0.7831,,106.49,0.4581,1.1739,1.3643,0.8981,6.0792,1.3511,2.1693,20.99,570.18,1533,4.1844,0.5813
08-Aug-1991,0.7835,,106.07,0.4564,1.1695,1.3610,0.8985,6.0845,1.3461,2.1633,20.97,570.39,1534,4.1866,0.5822
09-Aug-1991,0.7837,,106.80,0.4602,1.1796,1.3723,0.8983,6.0831,1.3515,2.1694,20.95,571.16,1535,4.1915,0.5809
12-Aug-1991,0.7837,,106.89,0.4618,1.1853,1.3699,0.8991,6.0874,1.3491,2.1732,20.95,572.02,1535,4.1915,0.5830
13-Aug-1991,0.7839,,106.93,0.4614,1.1811,1.3671,0.8985,6.0889,1.3485,2.1757,20.91,573.97,1536,4.1926,0.5843
14-Aug-1991,0.7818,,106.62,0.4619,1.1838,1.3634,0.8954,6.0709,1.3452,2.1716,20.89,573.76,1532,4.1814,0.5829
15-Aug-1991,0.7805,,106.58,0.4627,1.1866,1.3609,0.8927,6.0585,1.3429,2.1628,20.84,572.81,1531,4.1744,0.5837
16-Aug-1991,0.7781,,106.60,0.4649,1.1940,1.3577,0.8903,6.0419,1.3417,2.1602,20.79,571.05,1527,4.1677,0.5822
19-Aug-1991,0.7764,,107.49,0.4788,1.2255,1.3588,0.8898,6.0295,1.3478,2.1662,20.77,569.88,1523,4.1655,0.5823
20-Aug-1991,0.7804,,107.47,0.4788,1.2112,1.3596,0.8923,6.0632,1.3589,2.1787,20.84,573.13,1533,4.1986,0.5944
21-Aug-1991,0.7820,,107.30,0.4745,1.2074,1.3607,0.8926,6.0730,1.3533,2.1816,20.89,573.68,1536,4.2036,0.5924
22-Aug-1991,0.7860,,107.42,0.4664,1.1934,1.3667,0.8990,6.1033,1.3541,2.1847,20.99,574.72,1543,4.2230,0.5934
23-Aug-1991,0.7868,,107.50,0.4660,1.1904,1.3695,0.8999,6.1124,1.3562,2.1877,21.02,574.99,1544,4.2273,0.5888
26-Aug-1991,0.7861,,107.74,0.4694,1.1996,1.3702,0.8994,6.1037,1.3559,2.1881,20.99,575.35,1543,4.2236,0.5865
27-Aug-1991,0.7834,,107.33,0.4666,1.1939,1.3660,0.8957,6.0818,1.3502,2.1790,20.92,574.39,1538,4.2091,0.5870
28-Aug-1991,0.7849,,107.63,0.4689,1.2000,1.3650,0.8963,6.0926,1.3516,2.1859,20.96,575.33,1542,4.2171,0.5888
29-Aug-1991,0.7843,,107.24,0.4649,1.1914,1.3638,0.8953,6.0873,1.3488,2.1827,20.94,575.05,1540,4.2139,0.5888
30-Aug-1991,0.7848,,107.44,0.4656,1.1945,1.3670,0.8958,6.0907,1.3491,2.1861,20.95,575.89,1541,4.2166,0.5864
02-Sep-1991,0.7840,,107.29,0.4664,1.1983,1.3666,0.8945,6.0860,1.3494,2.1841,20.93,576.71,1541,4.2123,0.5864
03-Sep-1991,0.7782,,106.13,0.4601,1.1891,1.3598,0.8879,6.0408,1.3369,2.1653,20.72,572.60,1529,4.1811,
04-Sep-1991,0.7834,,106.50,0.4625,1.1926,1.3639,0.8938,6.0814,1.3449,2.1794,20.81,579.56,1539,4.2091,0.5855
05-Sep-1991,0.7862,,106.28,0.4638,1.1974,1.3649,0.8970,6.0993,1.3508,2.1851,20.83,581.32,1545,4.2241,0.5867
06-Sep-1991,0.7863,,106.91,0.4639,1.1995,1.3566,0.8971,6.1009,1.3502,2.1836,20.87,581.08,1546,4.2246,0.5869
09-Sep-1991,0.7881,,106.57,0.4573,1.1831,1.3548,0.8974,6.1133,1.3461,2.1819,0.00,583.35,1549,4.2343,0.5885
10-Sep-1991,0.7903,,106.44,0.4559,1.1722,1.3553,0.9005,6.1254,1.3451,2.1777,20.99,586.24,1554,4.2440,0.5853
11-Sep-1991,0.7887,,106.32,0.4563,1.1687,1.3549,0.8989,6.1124,1.3424,2.1756,20.96,584.03,1551,4.2354,0.5821
12-Sep-1991,0.7931,,106.63,0.4579,1.1728,1.3543,0.9018,6.1453,1.3489,2.1862,21.05,586.50,1559,4.2590,0.5861
13-Sep-1991,0.7938,,106.57,0.4595,1.1766,1.3583,0.9027,6.1508,1.3507,2.1897,21.08,587.57,1560,4.2628,0.5856
16-Sep-1991,0.7963,,106.90,0.4607,1.1780,1.3591,0.9038,6.1697,1.3541,2.1952,21.08,589.98,1565,4.2762,0.5870
17-Sep-1991,0.8002,,106.95,0.4594,1.1669,1.3602,0.9090,6.1990,1.3555,2.2001,21.18,593.03,1572,4.2972,0.5895
18-Sep-1991,0.8005,,107.19,0.4596,1.1683,1.3642,0.9094,6.2059,1.3540,2.2018,21.24,590.21,1573,4.2988,0.5871
19-Sep-1991,0.7971,,107.23,0.4614,1.1745,1.3626,0.9061,6.1823,1.3519,2.1948,21.15,586.11,1567,4.2856,0.5867
20-Sep-1991,0.7957,,107.18,0.4605,1.1752,1.3609,0.9036,6.1707,1.3495,2.1870,21.20,586.91,1565,4.2781,0.5864
23-Sep-1991,0.7984,,107.03,0.4593,1.1705,1.3620,0.9059,6.1920,1.3499,2.1930,21.20,588.90,1570,4.2926,0.5901
24-Sep-1991,0.8008,,106.47,0.4598,1.1676,1.3666,0.9082,6.2080,1.3548,2.1974,21.33,593.23,1575,4.3055,0.5877
25-Sep-1991,0.7980,,106.35,0.4614,1.1703,1.3852,0.9052,6.1859,1.3536,2.1935,21.23,592.59,1570,4.2904,0.5861
