date,usd,eur,jpy,gbp,chf,nzd,cad,hkd,sgd,myr,twd,krw,idr,cny,sdr
4-Jan-2000,0.6583,0.6425,67.38,0.4026,1.0312,1.2553,0.9526,5.1194,1.0911,2.5015,20.31,741.18,4667,5.4506,0.4777
5-Jan-2000,0.6558,0.6358,67.53,0.4005,1.0200,1.2636,0.9530,5.1005,1.0863,2.4920,20.11,742.79,4699,5.4300,0.4751
6-Jan-2000,0.6582,0.6368,68.64,0.4004,1.0212,1.2653,0.9547,5.1192,1.0904,2.5012,20.26,748.31,4703,5.4498,0.4770
7-Jan-2000,0.6539,0.6347,68.93,0.3970,1.0186,1.2702,0.9544,5.0859,1.0882,2.4848,20.17,750.35,4741,5.4141,0.4746
10-Jan-2000,0.6556,0.6371,68.86,0.4002,1.0251,1.2723,0.9554,5.0991,1.0879,2.4913,20.18,745.25,4699,5.4280,0.4772
11-Jan-2000,0.6558,0.6389,69.04,0.4006,1.0282,1.2699,0.9544,5.1005,1.0926,2.4920,20.19,746.23,4745,5.4296,0.4775
12-Jan-2000,0.6583,0.6374,69.68,0.3994,1.0265,1.2696,0.9590,5.1203,1.0974,2.5015,20.28,754.41,4789,5.4504,0.4789
13-Jan-2000,0.6629,0.6440,70.04,0.4027,1.0376,1.2736,0.9629,5.1562,1.1055,2.5190,20.41,753.72,4760,5.4885,0.4827
14-Jan-2000,0.6664,0.6496,70.69,0.4049,1.0472,1.2796,0.9665,5.1840,1.1142,2.5323,20.55,750.57,4808,5.5177,0.4854
17-Jan-2000,0.6654,0.6567,70.03,0.4066,1.0595,1.2804,0.9656,5.1761,1.1131,2.5285,20.51,747.74,4808,5.5093,0.4869
18-Jan-2000,0.6633,0.6562,69.57,0.4059,1.0593,1.2845,0.9610,5.1598,1.1089,2.5205,20.46,745.05,4819,5.4917,0.4849
19-Jan-2000,0.6644,0.6550,70.24,0.4057,1.0564,1.2876,0.9639,5.1686,1.1112,2.5247,20.49,748.94,4847,5.5008,0.4858
20-Jan-2000,0.6634,0.6562,69.84,0.4037,1.0593,1.2882,0.9635,5.1606,1.1107,2.5209,20.45,752.79,4846,5.4928,0.4851
21-Jan-2000,0.6653,0.6539,69.78,0.4022,1.0545,1.2911,0.9619,5.1747,1.1142,2.5281,20.50,749.53,4860,5.5083,0.4865
24-Jan-2000,0.6563,0.6529,68.92,0.3978,1.0530,1.2902,0.9472,5.1052,1.1053,2.4939,20.21,739.29,4804,5.4338,0.4794
25-Jan-2000,0.6558,0.6501,69.27,0.3975,1.0472,1.2904,0.9463,5.1018,1.1038,2.4920,20.21,738.07,4804,5.4293,0.4802
27-Jan-2000,0.6523,0.6519,68.91,0.3985,1.0505,1.2846,0.9385,5.0749,1.1023,2.4787,20.07,734.33,4850,5.3999,0.4785
28-Jan-2000,0.6511,0.6593,68.31,0.3980,1.0629,1.3064,0.9334,5.0658,1.1033,2.4742,20.00,730.89,4808,5.3900,0.4785
31-Jan-2000,0.6382,0.6509,68.20,0.3938,1.0479,1.2901,0.9223,4.9653,1.0869,2.4252,19.61,718.77,4744,5.2831,0.4713
1-Feb-2000,0.6358,0.6549,68.18,0.3939,1.0528,1.2834,0.9201,4.9465,1.0806,2.4160,19.51,715.34,4740,5.2630,0.4695
2-Feb-2000,0.6395,0.6589,69.51,0.3964,1.0602,1.2945,0.9275,4.9754,1.0867,2.4301,19.66,723.91,4790,5.2934,0.4751
3-Feb-2000,0.6343,0.6520,68.72,0.3949,1.0503,1.2825,0.9121,4.9349,1.0742,2.4103,19.50,716.76,4849,5.2503,0.4722
4-Feb-2000,0.6333,0.6401,68.05,0.3958,1.0281,1.2799,0.9134,4.9276,1.0684,2.4065,19.49,715.31,4764,5.2430,0.4698
7-Feb-2000,0.6388,0.6506,68.71,0.4010,1.0455,1.2838,0.9195,4.9705,1.0801,2.4274,19.65,720.98,4781,5.2885,0.4743
8-Feb-2000,0.6358,0.6480,69.42,0.3972,1.0412,1.2847,0.9204,4.9470,1.0772,2.4160,19.58,717.72,4743,5.2637,0.4730
9-Feb-2000,0.6332,0.6406,69.03,0.3932,1.0305,1.2870,0.9152,4.9265,1.0718,2.4062,19.37,712.44,4619,5.2421,0.4702
10-Feb-2000,0.6348,0.6384,68.98,0.3927,1.0267,1.2837,0.9170,4.9394,1.0726,2.4122,19.38,711.13,4609,5.2554,0.4707
11-Feb-2000,0.6286,0.6378,68.67,0.3905,1.0248,1.2795,0.9111,4.8914,1.0647,2.3887,19.24,700.54,4608,5.2041,0.4663
14-Feb-2000,0.6328,0.6413,68.60,0.3970,1.0300,1.2818,0.9176,4.9235,1.0706,2.4046,19.36,708.07,4588,5.2384,0.4701
15-Feb-2000,0.6263,0.6399,68.10,0.3942,1.0287,1.2868,0.9120,4.8734,1.0606,2.3799,19.22,706.15,4550,5.1844,0.4660
16-Feb-2000,0.6323,0.6442,69.07,0.3960,1.0341,1.2875,0.9197,4.9201,1.0741,2.4027,19.40,710.96,4666,5.2340,0.4697
17-Feb-2000,0.6305,0.6399,69.44,0.3925,1.0261,1.2831,0.9169,4.9066,1.0745,2.3959,19.36,711.96,4651,5.2191,0.4688
18-Feb-2000,0.6328,0.6400,70.17,0.3935,1.0268,1.2851,0.9179,4.9241,1.0783,2.4046,19.44,715.44,4708,5.2378,0.4707
21-Feb-2000,0.6277,0.6365,69.38,0.3924,1.0208,1.2826,0.9104,4.8839,1.0724,2.3853,19.26,710.31,4669,5.1956,0.4678
22-Feb-2000,0.6261,0.6308,69.83,0.3899,1.0121,1.2785,0.9118,4.8726,1.0691,2.3792,19.25,710.44,4661,5.1825,0.4668
23-Feb-2000,0.6218,0.6179,68.63,0.3853,0.9936,1.2739,0.9095,4.8392,1.0609,2.3628,19.14,704.69,4611,5.1468,0.4600
24-Feb-2000,0.6213,0.6190,68.95,0.3872,0.9977,1.2669,0.9082,4.8350,1.0634,2.3609,19.14,708.03,4632,5.1431,0.4607
25-Feb-2000,0.6179,0.6238,68.52,0.3863,1.0039,1.2659,0.8990,4.8088,1.0586,2.3480,19.02,704.93,4647,5.1150,0.4592
28-Feb-2000,0.6136,0.6440,66.69,0.3851,1.0321,1.2659,0.8901,4.7755,1.0478,2.3317,18.88,693.37,4554,5.0797,0.4582
29-Feb-2000,0.6143,0.6347,67.72,0.3846,1.0194,1.2635,0.8926,4.7808,1.0538,2.3343,18.88,695.23,4597,5.0855,0.4588
1-Mar-2000,0.6074,0.6281,66.35,0.3843,1.0076,1.2521,0.8822,4.7273,1.0444,2.3081,18.67,685.60,4510,5.0284,0.4537
2-Mar-2000,0.6074,0.6232,65.26,0.3830,1.0012,1.2426,0.8801,4.7271,1.0428,2.3081,18.65,682.05,4486,5.0284,0.4526
3-Mar-2000,0.6092,0.6325,65.46,0.3863,1.0163,1.2415,0.8871,4.7415,1.0475,2.3150,18.70,682.61,4540,5.0434,0.4545
6-Mar-2000,0.6048,0.6315,64.99,0.3824,1.0144,1.2376,0.8784,4.7075,1.0430,2.2982,18.60,676.68,4494,5.0071,0.4515
7-Mar-2000,0.6018,0.6278,64.92,0.3822,1.0096,1.2467,0.8751,4.6841,1.0353,2.2868,18.51,672.84,4498,4.9820,0.4497
8-Mar-2000,0.6035,0.6302,64.63,0.3822,1.0119,1.2526,0.8790,4.6977,1.0373,2.2933,18.56,676.25,4505,4.9960,0.4505
9-Mar-2000,0.6130,0.6373,65.44,0.3880,1.0242,1.2500,0.8924,4.7717,1.0480,2.3294,18.85,686.16,4533,5.0748,0.4577
10-Mar-2000,0.6158,0.6364,65.55,0.3889,1.0227,1.2456,0.8964,4.7936,1.0527,2.3400,18.94,689.08,4560,5.0980,0.4578
13-Mar-2000,0.6124,0.6352,64.88,0.3885,1.0220,1.2442,0.8924,4.7672,1.0447,2.3271,18.83,686.41,4523,5.0698,0.4560
14-Mar-2000,0.6169,0.6396,65.04,0.3910,1.0302,1.2567,0.9016,4.8021,1.0527,2.3442,18.97,691.36,4587,5.1068,0.4582
15-Mar-2000,0.6124,0.6333,64.23,0.3887,1.0206,1.2609,0.8964,4.7671,1.0463,2.3271,18.83,683.93,4551,5.0694,0.4553
16-Mar-2000,0.6146,0.6346,64.86,0.3909,1.0229,1.2530,0.9016,4.7842,1.0524,2.3355,18.90,686.75,4579,5.0875,0.4571
17-Mar-2000,0.6107,0.6301,64.69,0.3880,1.0153,1.2509,0.8993,4.7541,1.0454,2.3207,18.79,682.76,4547,5.0552,0.4532
20-Mar-2000,0.6060,0.6233,64.59,0.3855,1.0043,1.2521,0.8909,4.7178,1.0410,2.3028,18.66,677.45,4515,5.0168,0.4508
21-Mar-2000,0.6096,0.6263,64.99,0.3886,1.0096,1.2474,0.8951,4.7460,1.0478,2.3165,18.73,681.35,4542,5.0466,0.4540
22-Mar-2000,0.6088,0.6340,65.06,0.3878,1.0223,1.2458,0.8953,4.7398,1.0473,2.3134,18.71,679.09,4550,5.0398,0.4530
23-Mar-2000,0.6040,0.6286,64.88,0.3831,1.0110,1.2397,0.8888,4.7024,1.0345,2.2952,18.53,671.16,4503,5.0001,0.4510
24-Mar-2000,0.6073,0.6233,65.27,0.3822,0.9977,1.2404,0.8917,4.7276,1.0400,2.3077,18.61,673.22,4527,5.0277,0.4523
27-Mar-2000,0.6126,0.6265,65.44,0.3844,0.9948,1.2319,0.8959,4.7691,1.0506,2.3279,18.76,680.60,4585,5.0717,0.4556
28-Mar-2000,0.6143,0.6347,65.37,0.3864,1.0093,1.2213,0.8945,4.7821,1.0523,2.3343,18.80,682.49,4607,5.0859,0.4566
29-Mar-2000,0.6116,0.6379,64.85,0.3846,1.0155,1.2191,0.8898,4.7614,1.0499,2.3241,18.71,679.70,4657,5.0637,0.4545
30-Mar-2000,0.6115,0.6411,64.54,0.3839,1.0217,1.2255,0.8918,4.7614,1.0510,2.3237,18.64,677.51,4634,5.0625,0.4558
31-Mar-2000,0.6055,0.6317,63.77,0.3799,1.0056,1.2198,0.8817,4.7147,1.0411,2.3009,18.46,669.86,4611,5.0128,0.4506
3-Apr-2000,0.6071,0.6371,63.62,0.3820,1.0132,1.2213,0.8801,4.7270,1.0404,2.3070,18.49,675.25,4634,5.0260,0.4492
4-Apr-2000,0.6030,0.6310,63.34,0.3774,0.9974,1.2116,0.8746,4.6951,1.0360,2.2914,18.37,670.84,4661,4.9920,0.4481
5-Apr-2000,0.6053,0.6290,63.79,0.3797,0.9919,1.2063,0.8796,4.7134,1.0390,2.3001,18.43,674.00,4673,5.0113,0.4507
6-Apr-2000,0.6057,0.6298,63.55,0.3818,0.9920,1.2080,0.8792,4.7163,1.0395,2.3017,18.47,673.42,4715,5.0149,0.4494
7-Apr-2000,0.5998,0.6268,62.96,0.3795,0.9855,1.2051,0.8715,4.6710,1.0272,2.2792,18.27,665.48,4594,4.9660,0.4459
10-Apr-2000,0.5977,0.6249,63.30,0.3781,0.9802,1.2033,0.8716,4.6545,1.0261,2.2713,18.12,662.40,4584,4.9487,0.4448
11-Apr-2000,0.5950,0.6182,63.49,0.3756,0.9713,1.1933,0.8701,4.6333,1.0237,2.2610,18.03,659.80,4533,4.9265,0.4438
12-Apr-2000,0.5965,0.6219,63.55,0.3758,0.9800,1.1961,0.8733,4.6449,1.0264,2.2667,18.08,661.76,4559,4.9385,0.4445
13-Apr-2000,0.5986,0.6251,63.39,0.3768,0.9837,1.1991,0.8755,4.6618,1.0292,2.2747,18.16,662.35,4561,4.9562,0.4458
14-Apr-2000,0.5977,0.6267,63.29,0.3768,0.9864,1.2007,0.8793,4.6549,1.0230,2.2713,18.21,663.57,4551,4.9486,0.4454
17-Apr-2000,0.6028,0.6251,62.61,0.3790,0.9808,1.2032,0.8900,4.6947,1.0290,2.2906,18.41,671.67,4633,4.9908,0.4484
18-Apr-2000,0.5950,0.6264,62.15,0.3770,0.9827,1.2023,0.8834,4.6341,1.0113,2.2610,18.15,660.78,4599,4.9262,0.4422
19-Apr-2000,0.5972,0.6312,62.62,0.3787,0.9937,1.1987,0.8841,4.6511,1.0140,2.2694,18.25,662.41,4646,4.9442,0.4449
20-Apr-2000,0.5964,0.6337,62.39,0.3773,0.9950,1.1969,0.8799,4.6451,1.0121,2.2663,18.24,661.68,4771,4.9378,0.4454
26-Apr-2000,0.5887,0.6398,62.18,0.3727,1.0054,1.2081,0.8644,4.5851,1.0043,2.2371,18.04,652.43,4733,4.8739,0.4421
27-Apr-2000,0.5902,0.6405,62.74,0.3744,1.0065,1.2084,0.8707,4.5962,1.0059,2.2428,18.08,655.24,4697,4.8866,0.4443
28-Apr-2000,0.5909,0.6483,62.91,0.3758,1.0194,1.2069,0.8731,4.6026,1.0076,2.2454,18.09,655.40,4698,4.8925,0.4463
1-May-2000,0.5808,0.6372,62.68,0.3737,0.9973,1.2005,0.8610,4.5239,0.9923,2.2070,17.79,644.54,4652,4.8090,0.4404
2-May-2000,0.5845,0.6380,63.41,0.3755,0.9991,1.2044,0.8641,4.5530,1.0022,2.2211,17.93,648.94,4694,4.8396,0.4446
3-May-2000,0.5900,0.6494,64.04,0.3780,1.0114,1.2038,0.8767,4.5959,1.0130,2.2420,18.11,654.69,4735,4.8851,0.4486
4-May-2000,0.5885,0.6592,64.27,0.3770,1.0177,1.2047,0.8789,4.5844,1.0133,2.2363,18.06,653.59,4687,4.8727,0.4495
5-May-2000,0.5936,0.6661,64.07,0.3854,1.0316,1.2102,0.8871,4.6241,1.0210,2.2557,18.20,659.49,4731,4.9149,0.4532
8-May-2000,0.5871,0.6518,63.91,0.3833,1.0124,1.2048,0.8758,4.5732,1.0129,2.2310,18.02,651.33,4688,4.8611,0.4492
9-May-2000,0.5815,0.6479,63.44,0.3792,1.0034,1.2112,0.8681,4.5293,1.0036,2.2097,17.84,645.26,4690,4.8147,0.4449
10-May-2000,0.5824,0.6417,63.72,0.3801,0.9982,1.2156,0.8674,4.5370,1.0077,2.2131,17.89,645.82,4761,4.8217,0.4450
11-May-2000,0.5780,0.6391,63.55,0.3825,0.9950,1.2166,0.8635,4.5027,1.0024,2.1964,17.77,641.06,4841,4.7850,0.4409
12-May-2000,0.5800,0.6422,62.72,0.3853,1.0003,1.2131,0.8629,4.5181,1.0011,2.2040,17.83,645.05,4965,4.8014,0.4434
15-May-2000,0.5774,0.6296,62.79,0.3802,0.9793,1.2100,0.8578,4.4976,0.9983,2.1941,17.76,644.15,5014,4.7796,0.4407
16-May-2000,0.5765,0.6353,62.83,0.3832,0.9882,1.2188,0.8570,4.4903,0.9973,2.1907,17.76,643.26,4964,4.7721,0.4394
17-May-2000,0.5700,0.6319,62.34,0.3807,0.9797,1.2290,0.8477,4.4410,0.9867,2.1660,17.53,635.49,4851,4.7180,0.4366
18-May-2000,0.5705,0.6385,62.16,0.3820,0.9907,1.2443,0.8544,4.4447,0.9888,2.1679,17.51,637.62,4869,4.7219,0.4387
19-May-2000,0.5745,0.6424,62.34,0.3883,0.9989,1.2585,0.8617,4.4759,0.9934,2.1831,17.65,646.60,4846,4.7553,0.4413
22-May-2000,0.5728,0.6385,61.29,0.3860,0.9911,1.2512,0.8567,4.4621,0.9883,2.1766,17.58,645.12,4740,4.7410,0.4384
23-May-2000,0.5768,0.6371,61.74,0.3868,0.9915,1.2517,0.8640,4.4943,0.9995,2.1918,17.73,653.17,4874,4.7742,0.4400
24-May-2000,0.5710,0.6310,60.88,0.3876,0.9847,1.2636,0.8612,4.4490,0.9905,2.1698,17.60,647.80,4845,4.7261,0.4352
25-May-2000,0.5732,0.6339,61.71,0.3884,0.9882,1.2554,0.8655,4.4664,0.9943,2.1782,17.66,648.00,4849,4.7443,0.4378
26-May-2000,0.5705,0.6218,61.35,0.3869,0.9734,1.2574,0.8573,4.4453,0.9890,2.1679,17.58,648.54,4858,4.7222,0.4360
29-May-2000,0.5743,0.6175,61.34,0.3849,0.9665,1.2477,0.8628,4.4748,0.9955,2.1823,17.71,653.84,4942,4.7535,0.4357
30-May-2000,0.5770,0.6215,61.69,0.3861,0.9741,1.2533,0.8660,4.4957,1.0006,2.1926,17.82,654.09,5005,4.7757,0.4375
31-May-2000,0.5735,0.6161,61.16,0.3829,0.9682,1.2486,0.8628,4.4690,0.9931,2.1793,17.65,647.40,4944,4.7470,0.4333
1-Jun-2000,0.5740,0.6136,62.21,0.3825,0.9659,1.2535,0.8583,4.4728,0.9934,2.1812,17.70,649.65,4793,4.7512,0.4355
2-Jun-2000,0.5715,0.6140,61.95,0.3821,0.9648,1.2503,0.8523,4.4528,0.9860,2.1717,17.61,643.42,4826,4.7304,0.4341
5-Jun-2000,0.5810,0.6152,62.84,0.3846,0.9681,1.2415,0.8585,4.5272,0.9998,2.2078,17.89,650.46,4907,4.8090,0.4388
6-Jun-2000,0.5811,0.6133,62.22,0.3830,0.9655,1.2425,0.8577,4.5285,0.9995,2.2082,17.87,648.80,4960,4.8098,0.4381
7-Jun-2000,0.5885,0.6167,62.38,0.3857,0.9676,1.2421,0.8692,4.5862,1.0131,2.2363,18.12,655.35,5073,4.8712,0.4399
8-Jun-2000,0.5895,0.6144,62.30,0.3880,0.9636,1.2540,0.8716,4.5941,1.0152,2.2401,18.16,656.88,5096,4.8795,0.4412
9-Jun-2000,0.5870,0.6145,62.33,0.3890,0.9622,1.2519,0.8676,4.5745,1.0130,2.2306,18.06,654.45,5069,4.8589,0.4406
13-Jun-2000,0.5909,0.6187,63.03,0.3905,0.9659,1.2567,0.8721,4.6054,1.0180,2.2454,18.20,658.59,5067,4.8909,0.4437
14-Jun-2000,0.6017,0.6241,64.06,0.3984,0.9757,1.2673,0.8826,4.6892,1.0358,2.2865,18.53,670.62,5163,4.9803,0.4511
15-Jun-2000,0.6004,0.6270,63.99,0.4006,0.9799,1.2766,0.8819,4.6787,1.0330,2.2815,18.52,669.15,5118,4.9694,0.4505
16-Jun-2000,0.6072,0.6375,64.65,0.4015,0.9954,1.2778,0.8964,4.7325,1.0472,2.3074,18.72,677.85,5204,5.0257,0.4563
19-Jun-2000,0.6038,0.6246,64.09,0.3986,0.9747,1.2666,0.8866,4.7061,1.0434,2.2944,18.63,675.95,5208,4.9975,0.4524
20-Jun-2000,0.6054,0.6324,63.95,0.4004,0.9857,1.2681,0.8878,4.7184,1.0495,2.3005,18.67,677.17,5242,5.0108,0.4533
21-Jun-2000,0.5998,0.6305,63.15,0.3963,0.9794,1.2659,0.8821,4.6744,1.0392,2.2792,18.49,671.21,5168,4.9645,0.4495
22-Jun-2000,0.6018,0.6359,63.40,0.4011,0.9855,1.2677,0.8869,4.6899,1.0436,2.2868,18.54,673.05,5224,4.9812,0.4510
23-Jun-2000,0.5956,0.6354,62.29,0.3942,0.9854,1.2662,0.8794,4.6415,1.0313,2.2633,18.32,666.66,5173,4.9298,0.4472
26-Jun-2000,0.5931,0.6331,61.96,0.3950,0.9825,1.2657,0.8805,4.6214,1.0280,2.2538,18.26,663.56,5160,4.9090,0.4459
27-Jun-2000,0.6010,0.6402,63.47,0.4010,0.9909,1.2798,0.8909,4.6842,1.0405,2.2838,18.50,671.56,5217,4.9747,0.4529
28-Jun-2000,0.6003,0.6342,63.34,0.3988,0.9811,1.2783,0.8890,4.6793,1.0409,2.2811,18.50,670.45,5208,4.9689,0.4517
29-Jun-2000,0.6019,0.6377,63.25,0.3981,0.9895,1.2900,0.8890,4.6917,1.0440,2.2872,18.54,671.06,5249,4.9822,0.4521
30-Jun-2000,0.5986,0.6282,63.19,0.3941,0.9784,1.2780,0.8880,4.6662,1.0351,2.2747,18.44,667.56,5229,4.9552,0.4481
3-Jul-2000,0.6013,0.6303,63.84,0.3966,0.9817,1.2835,0.8896,4.6874,1.0401,2.2849,18.51,669.31,5331,4.9777,0.4497
4-Jul-2000,0.5985,0.6317,63.61,0.3955,0.9802,1.2841,0.8864,4.6658,1.0364,2.2743,18.44,667.09,5370,4.9547,0.4491
5-Jul-2000,0.5953,0.6254,63.10,0.3939,0.9722,1.2833,0.8846,4.6409,1.0331,2.2621,18.34,664.86,5432,4.9284,0.4471
6-Jul-2000,0.5908,0.6192,63.28,0.3917,0.9579,1.2818,0.8792,4.6060,1.0262,2.2450,18.21,661.16,5477,4.8911,0.4436
7-Jul-2000,0.5873,0.6189,63.19,0.3894,0.9569,1.2801,0.8728,4.5789,1.0204,2.2300,18.11,655.57,5480,4.8623,0.4414
10-Jul-2000,0.5939,0.6230,63.51,0.3918,0.9627,1.2841,0.8799,4.6302,1.0318,2.2600,18.32,664.13,5526,4.9171,0.4474
11-Jul-2000,0.5915,0.6186,63.28,0.3902,0.9586,1.2814,0.8743,4.6113,1.0307,2.2500,18.24,659.94,5516,4.8973,0.4446
12-Jul-2000,0.5890,0.6203,63.12,0.3886,0.9630,1.2802,0.8718,4.5919,1.0268,2.2400,18.17,656.94,5569,4.8766,0.4428
13-Jul-2000,0.5901,0.6270,63.93,0.3920,0.9764,1.2784,0.8738,4.6005,1.0284,2.2400,18.22,657.14,5650,4.8857,0.4456
14-Jul-2000,0.5855,0.6258,63.37,0.3896,0.9695,1.2692,0.8673,4.5650,1.0196,2.2200,18.09,651.75,5553,4.8474,0.4434
17-Jul-2000,0.5856,0.6241,63.32,0.3908,0.9672,1.2667,0.8693,4.5659,1.0229,2.2300,18.08,651.68,5575,4.8485,0.4431
18-Jul-2000,0.5843,0.6245,63.20,0.3913,0.9678,1.2738,0.8660,4.5555,1.0205,2.2200,18.07,650.85,5533,4.8375,0.4431
19-Jul-2000,0.5818,0.6286,62.85,0.3890,0.9738,1.2720,0.8587,4.5361,1.0147,2.2100,18.04,647.54,5326,4.8171,0.4412
20-Jul-2000,0.5771,0.6242,62.39,0.3853,0.9679,1.2645,0.8518,4.4997,1.0080,2.1900,17.92,641.33,5243,4.7782,0.4386
21-Jul-2000,0.5838,0.6259,63.19,0.3864,0.9710,1.2609,0.8602,4.5518,1.0194,2.2200,18.14,649.45,5240,4.8336,0.4434
24-Jul-2000,0.5880,0.6284,63.86,0.3872,0.9768,1.2705,0.8651,4.5843,1.0283,2.2300,18.26,654.77,5236,4.8683,0.4459
25-Jul-2000,0.5857,0.6266,63.80,0.3863,0.9741,1.2719,0.8580,4.5667,1.0220,2.2300,18.19,653.03,5236,4.8495,0.4440
26-Jul-2000,0.5873,0.6240,64.16,0.3866,0.9684,1.2748,0.8615,4.5789,1.0251,2.2300,18.24,655.49,5365,4.8627,0.4452
27-Jul-2000,0.5921,0.6276,64.55,0.3907,0.9757,1.2849,0.8678,4.6171,1.0276,2.2500,18.39,659.54,5308,4.9024,0.4479
28-Jul-2000,0.5917,0.6346,64.33,0.3912,0.9846,1.2877,0.8712,4.6137,1.0244,2.2500,18.37,660.63,5284,4.8989,0.4480
31-Jul-2000,0.5822,0.6306,63.65,0.3869,0.9765,1.2804,0.8612,4.5401,1.0091,2.2100,18.08,650.20,5228,4.8203,0.4429
1-Aug-2000,0.5806,0.6267,63.49,0.3878,0.9693,1.2752,0.8631,4.5279,1.0061,2.2100,18.05,648.12,5228,4.8069,0.4420
2-Aug-2000,0.5831,0.6364,63.49,0.3903,0.9824,1.2829,0.8652,4.5475,1.0092,2.2200,18.13,650.54,5209,4.8274,0.4438
3-Aug-2000,0.5865,0.6401,63.85,0.3917,0.9875,1.2893,0.8683,4.5740,1.0125,2.2300,18.23,653.74,5105,4.8557,0.4478
4-Aug-2000,0.5847,0.6462,63.42,0.3909,0.9978,1.2836,0.8679,4.5597,1.0070,2.2200,18.16,652.23,5017,4.8411,0.4467
7-Aug-2000,,,,,
8-Aug-2000,0.5872,0.6472,63.79,0.3886,1.0015,1.2900,0.8728,4.5793,1.0128,2.2300,18.25,655.78,5044,4.8620,0.4484
9-Aug-2000,0.5828,0.6472,63.27,0.3878,0.9997,1.2860,0.8666,4.5449,1.0050,2.2100,18.11,649.47,5000,4.8255,0.4460
10-Aug-2000,0.5815,0.6438,62.61,0.3872,0.9948,1.2879,0.8624,4.5354,0.9951,2.2100,18.07,647.73,4873,4.8147,0.4449
11-Aug-2000,0.5823,0.6414,63.31,0.3888,0.9934,1.2877,0.8632,4.5418,0.9985,2.2100,18.10,649.06,4859,4.8214,0.4445
14-Aug-2000,0.5797,0.6423,63.03,0.3861,0.9989,1.2920,0.8601,4.5216,0.9923,2.2000,18.02,646.42,4762,4.7997,0.4428
15-Aug-2000,0.5833,0.6433,63.82,0.3864,1.0010,1.2965,0.8659,4.5495,1.0014,2.2200,18.14,650.67,4802,4.8294,0.4463
16-Aug-2000,0.5875,0.6416,64.06,0.3903,1.0028,1.3018,0.8704,4.5823,1.0094,2.2300,18.27,655.00,4909,4.8638,0.4482
17-Aug-2000,0.5908,0.6458,64.04,0.3942,1.0094,1.3077,0.8728,4.6078,1.0143,2.2500,18.37,658.54,4915,4.8916,0.4507
18-Aug-2000,0.5933,0.6486,64.58,0.3966,1.0142,1.3144,0.8751,4.6271,1.0202,2.2500,18.45,661.47,4951,4.9125,0.4523
21-Aug-2000,0.5899,0.6507,63.80,0.3955,1.0148,1.3039,0.8701,4.6006,1.0121,2.2400,18.33,657.59,4855,4.8842,0.4505
22-Aug-2000,0.5900,0.6531,63.88,0.3966,1.0195,1.3105,0.8713,4.6014,1.0127,2.2400,18.34,657.47,4788,4.8851,0.4512
23-Aug-2000,0.5705,0.6381,61.29,0.3857,0.9949,1.3151,0.8438,4.4496,0.9788,2.1700,17.71,635.91,4595,4.7237,0.4372
24-Aug-2000,0.5728,0.6355,61.34,0.3865,0.9852,1.3371,0.8508,4.4678,0.9848,2.1800,17.80,638.13,4826,4.7424,0.4385
25-Aug-2000,0.5715,0.6356,61.20,0.3865,0.9852,1.3102,0.8487,4.4574,0.9836,2.1700,17.76,636.65,4775,4.7320,0.4364
28-Aug-2000,0.5734,0.6343,60.91,0.3896,0.9791,1.3142,0.8517,4.4722,0.9849,2.1800,17.80,638.48,4699,4.7477,0.4383
29-Aug-2000,0.5744,0.6391,61.25,0.3908,0.9874,1.3256,0.8514,4.4803,0.9876,2.1800,17.85,638.70,4759,4.7560,0.4388
30-Aug-2000,0.5713,0.6399,60.65,0.3935,0.9909,1.3357,0.8478,4.4560,0.9832,2.1700,17.75,633.40,4785,4.7303,0.4369
31-Aug-2000,0.5748,0.6430,61.20,0.3948,0.9945,1.3340,0.8489,4.4826,0.9893,2.1800,17.86,637.80,4808,4.7587,0.4406
1-Sep-2000,0.5748,0.6469,61.19,0.3969,1.0004,1.3605,0.8471,4.4829,0.9890,2.1800,17.86,636.30,4759,4.7585,0.4412
4-Sep-2000,0.5768,0.6398,61.04,0.3940,0.9935,1.3395,0.8495,4.4986,0.9935,2.1900,17.91,637.57,4781,4.7752,0.4406
5-Sep-2000,0.5735,0.6391,61.01,0.3935,0.9918,1.3447,0.8450,4.4729,0.9893,2.1800,17.82,633.66,4774,4.7478,0.4380
6-Sep-2000,0.5668,0.6386,59.99,0.3896,0.9903,1.3252,0.8380,4.4204,0.9798,2.1500,17.61,626.97,4727,4.6925,0.4350
7-Sep-2000,0.5639,0.6486,60.00,0.3926,1.0051,1.3429,0.8354,4.3979,0.9768,2.1400,17.53,625.31,4732,4.6688,0.4337
8-Sep-2000,0.5593,0.6417,58.98,0.3896,0.9943,1.3380,0.8263,4.3620,0.9679,2.1300,17.39,619.98,4684,4.6304,0.4309
11-Sep-2000,0.5585,0.6408,59.46,0.3930,0.9911,1.3191,0.8245,4.3556,0.9695,2.1200,17.36,619.38,4696,4.6240,0.4321
12-Sep-2000,0.5573,0.6486,59.19,0.3966,0.9849,1.3076,0.8252,4.3463,0.9686,2.1200,17.33,618.05,4729,4.6137,0.4319
13-Sep-2000,0.5547,0.6425,59.32,0.3940,0.9808,1.3113,0.8217,4.3257,0.9657,2.1100,17.26,615.44,4795,4.5922,0.4310
