Date,A2M.AX,ATM.NZ
2021-09-17,5.47,5.58
2021-09-20,5.36,5.55
2021-09-21,5.4,5.53
2021-09-22,5.48,5.64
2021-09-23,5.67,5.82
2021-09-24,5.72,5.89
2021-09-27,6.0,6.06
2021-09-28,6.1,6.26
2021-09-29,6.05,6.17
2021-09-30,6.24,6.43
2021-10-01,6.26,6.6
2021-10-04,6.38,6.7
2021-10-05,6.52,6.81
2021-10-06,6.02,6.38
2021-10-07,5.92,6.24
2021-10-08,6.02,6.31
2021-10-11,5.87,6.25
2021-10-12,5.8,6.14
2021-10-13,6.58,6.9
2021-10-14,6.86,7.22
2021-10-15,6.72,7.08
2021-10-18,6.62,6.96
2021-10-19,6.97,7.23
2021-10-20,7.39,7.68
2021-10-21,7.13,7.48
2021-10-22,6.89,7.18
2021-10-25,6.8,NaN
2021-10-26,6.85,7.14
2021-10-27,6.03,6.33
2021-10-28,6.13,6.35
2021-10-29,6.25,6.57
2021-11-01,6.21,6.55
2021-11-02,6.22,6.59
2021-11-03,6.23,6.51
2021-11-04,6.34,6.54
2021-11-05,6.39,6.67
2021-11-08,6.23,6.46
2021-11-09,6.29,6.55
2021-11-10,6.16,6.43
2021-11-11,6.16,6.39
2021-11-12,6.13,6.22
2021-11-15,6.26,6.5
2021-11-16,6.11,6.31
2021-11-17,6.09,6.27
2021-11-18,6.14,6.34
2021-11-19,6.21,6.48
2021-11-22,6.21,6.43
2021-11-23,6.31,6.55
2021-11-24,6.31,6.6
2021-11-25,6.14,6.43
2021-11-26,6.0,6.28
2021-11-29,5.99,6.2
2021-11-30,5.92,6.11
2021-12-01,5.81,5.97
2021-12-02,5.65,5.9
2021-12-03,5.57,5.76
2021-12-06,5.45,5.69
2021-12-07,5.61,5.8
2021-12-08,5.64,5.89
2021-12-09,5.63,5.98
2021-12-10,5.64,5.95
2021-12-13,5.57,5.92
2021-12-14,5.52,5.8
2021-12-15,5.54,5.92
2021-12-16,5.49,5.78
2021-12-17,5.47,5.75
2021-12-20,5.43,5.73
2021-12-21,5.49,5.8
2021-12-22,5.57,5.9
2021-12-23,5.5,5.81
2021-12-24,5.53,5.87
2021-12-29,5.56,5.89
2021-12-30,5.56,5.89
2021-12-31,5.46,5.93
2022-01-04,5.58,NaN
2022-01-05,5.51,5.85
2022-01-06,5.4,5.74
2022-01-07,5.48,5.76
2022-01-10,5.56,5.85
2022-01-11,5.51,5.83
2022-01-12,5.53,5.84
2022-01-13,5.44,5.76
2022-01-14,5.33,5.71
2022-01-17,5.38,5.72
2022-01-18,5.4,5.74
2022-01-19,5.37,5.72
2022-01-20,5.34,5.72
2022-01-21,5.12,5.48
2022-01-24,5.09,5.45
2022-01-25,5.45,5.79
2022-01-26,NaN,5.65
2022-01-27,5.24,5.63
2022-01-28,5.21,5.56
2022-01-31,5.25,5.58
2022-02-01,5.25,5.62
2022-02-02,5.33,5.71
2022-02-03,5.26,5.61
2022-02-04,5.32,5.64
2022-02-07,5.35,NaN
2022-02-08,5.28,5.7
2022-02-09,5.51,5.83
2022-02-10,5.48,5.89
2022-02-11,5.27,5.65
2022-02-14,5.21,5.56
2022-02-15,5.18,5.51
2022-02-16,5.29,5.66
2022-02-17,5.3,5.74
2022-02-18,5.3,5.62
2022-02-21,5.89,6.31
2022-02-22,5.7,6.12
2022-02-23,5.69,6.1
2022-02-24,5.34,5.73
2022-02-25,5.4,5.78
2022-02-28,5.51,5.95
2022-03-01,5.58,6.03
2022-03-02,5.5,5.92
2022-03-03,5.41,5.86
2022-03-04,5.38,5.8
2022-03-07,5.26,5.67
2022-03-08,5.3,5.67
2022-03-09,5.38,5.71
2022-03-10,5.39,5.77
2022-03-11,5.24,5.65
2022-03-14,5.19,5.56
2022-03-15,5.16,5.48
2022-03-16,5.26,5.52
2022-03-17,5.36,5.69
2022-03-18,5.4,5.78
2022-03-21,5.44,5.85
2022-03-22,5.35,5.77
2022-03-23,5.43,5.8
2022-03-24,5.43,5.8
2022-03-25,5.39,5.81
2022-03-28,5.35,5.75
2022-03-29,5.39,5.81
2022-03-30,5.27,5.72
2022-03-31,5.22,5.64
2022-04-01,5.2,5.62
2022-04-04,5.17,5.65
2022-04-05,5.08,5.52
2022-04-06,5.01,5.49
2022-04-07,5.08,5.5
2022-04-08,5.04,5.49
2022-04-11,4.77,5.24
2022-04-12,4.59,5.01
2022-04-13,4.62,5.05
2022-04-14,4.68,5.15
2022-04-19,4.6,5.01
2022-04-20,4.72,5.15
2022-04-21,4.69,5.12
2022-04-22,4.58,5.03
2022-04-26,4.5,4.9
2022-04-27,4.39,4.81
2022-04-28,4.37,4.82
2022-04-29,4.46,4.92
2022-05-02,4.38,4.81
2022-05-03,4.34,4.82
2022-05-04,4.2,4.68
2022-05-05,4.26,4.7
2022-05-06,4.21,4.67
2022-05-09,4.03,4.41
2022-05-10,3.98,4.34
2022-05-11,4.16,4.55
2022-05-12,4.11,4.54
2022-05-13,4.05,4.45
2022-05-16,4.13,4.56
2022-05-17,4.15,4.58
2022-05-18,4.15,4.59
2022-05-19,4.18,4.63
2022-05-20,4.28,4.73
2022-05-23,4.43,4.89
2022-05-24,4.39,4.83
2022-05-25,4.41,4.84
2022-05-26,4.32,4.72
2022-05-27,4.32,4.69
2022-05-30,4.77,5.17
2022-05-31,4.8,5.2
2022-06-01,4.8,5.3
2022-06-02,4.72,5.25
2022-06-03,4.76,5.25
2022-06-06,4.62,NaN
2022-06-07,4.63,5.14
2022-06-08,4.58,5.14
2022-06-09,4.47,4.99
2022-06-10,4.51,4.98
2022-06-13,NaN,4.53
2022-06-14,4.19,4.6
2022-06-15,4.07,4.56
2022-06-16,4.01,4.51
2022-06-17,4.18,4.57
2022-06-20,4.24,4.61
2022-06-21,4.29,4.76
2022-06-22,4.15,4.62
2022-06-23,4.25,4.71
2022-06-24,4.48,NaN
2022-06-27,4.45,4.9
2022-06-28,4.53,5.01
2022-06-29,4.44,4.94
2022-06-30,4.39,4.93
2022-07-01,4.38,4.84
2022-07-04,4.55,4.95
2022-07-05,4.56,4.98
2022-07-06,4.55,5.05
2022-07-07,4.65,5.11
2022-07-08,4.58,5.11
2022-07-11,4.48,4.97
2022-07-12,4.5,4.95
2022-07-13,4.58,4.99
2022-07-14,4.53,5.01
2022-07-15,4.51,4.97
2022-07-18,4.4,4.89
2022-07-19,4.32,4.82
2022-07-20,4.46,4.89
2022-07-21,4.48,4.98
2022-07-22,4.56,5.05
2022-07-25,4.38,4.88
2022-07-26,4.36,4.84
2022-07-27,4.3,4.76
2022-07-28,4.4,4.94
2022-07-29,4.54,4.99
2022-08-01,4.54,4.99
2022-08-02,4.9,5.42
2022-08-03,4.95,5.47
2022-08-04,5.03,5.58
2022-08-05,5.06,5.58
2022-08-08,4.98,5.46
2022-08-09,5.11,5.63
2022-08-10,4.76,5.21
2022-08-11,4.88,5.36
2022-08-12,4.91,5.37
2022-08-15,4.94,5.41
2022-08-16,4.95,5.46
2022-08-17,4.98,5.46
2022-08-18,4.93,5.44
2022-08-19,4.96,5.42
2022-08-22,4.81,5.43
2022-08-23,4.72,5.3
2022-08-24,4.79,5.36
2022-08-25,4.89,5.42
2022-08-26,4.91,5.47
2022-08-29,5.4,6.0
2022-08-30,5.73,6.36
2022-08-31,5.55,6.23
2022-09-01,5.7,6.34
2022-09-02,5.83,6.45
2022-09-05,5.73,6.37
2022-09-06,5.67,6.35
2022-09-07,5.53,6.18
2022-09-08,5.58,6.24
2022-09-09,5.56,6.22
2022-09-12,5.7,6.4
2022-09-13,5.69,6.31
2022-09-14,5.65,6.32
2022-09-15,5.6,6.36
2022-09-16,5.56,6.24
2022-09-19,5.46,6.15
2022-09-20,5.55,6.32
2022-09-21,5.49,6.19
2022-09-22,NaN,6.28
2022-09-23,5.26,5.99
2022-09-26,5.33,NaN
2022-09-27,5.35,6.1
2022-09-28,5.4,6.1
2022-09-29,5.37,6.16
2022-09-30,5.4,6.12
2022-10-03,5.29,6.11
2022-10-04,5.56,6.25
2022-10-05,5.53,6.26
2022-10-06,5.51,6.17
2022-10-07,5.51,6.27
2022-10-10,5.49,6.21
2022-10-11,5.49,6.21
2022-10-12,5.44,6.1
2022-10-13,5.37,6.1
2022-10-14,5.31,5.95
2022-10-17,5.27,5.94
2022-10-18,5.34,5.96
2022-10-19,5.39,6.02
2022-10-20,5.35,5.88
2022-10-21,5.32,5.94
2022-10-24,5.43,NaN
2022-10-25,5.38,5.9
2022-10-26,5.27,5.92
2022-10-27,5.29,5.89
2022-10-28,5.25,5.85
2022-10-31,5.26,5.8
2022-11-01,5.2,5.72
2022-11-02,5.27,5.75
2022-11-03,5.49,5.99
2022-11-04,5.42,5.9
2022-11-07,5.51,5.99
2022-11-08,5.73,6.24
2022-11-09,5.73,6.28
2022-11-10,5.83,6.34
2022-11-11,5.84,6.45
2022-11-14,5.91,6.42
2022-11-15,5.87,6.47
2022-11-16,6.01,6.59
2022-11-17,6.15,6.64
2022-11-18,5.95,6.5
2022-11-21,6.04,6.54
2022-11-22,6.18,6.69
2022-11-23,6.21,6.71
2022-11-24,6.11,6.64
2022-11-25,6.24,6.72
2022-11-28,6.1,6.62
2022-11-29,6.12,6.56
2022-11-30,6.2,6.65
2022-12-01,6.27,6.79
2022-12-02,6.33,6.71
2022-12-05,6.29,6.68
2022-12-06,6.39,6.77
2022-12-07,6.36,6.79
2022-12-08,6.43,6.82
2022-12-09,6.61,7.0
2022-12-12,6.62,7.02
2022-12-13,6.65,7.16
2022-12-14,6.93,7.34
2022-12-15,6.88,7.32
2022-12-16,6.74,7.02
2022-12-19,6.71,7.07
2022-12-20,6.54,6.88
2022-12-21,6.72,7.1
2022-12-22,6.75,7.23
2022-12-23,6.75,7.18
2022-12-28,6.89,7.4
2022-12-29,6.96,7.41
2022-12-30,6.88,7.38
2023-01-03,6.77,NaN
2023-01-04,7.05,7.57
2023-01-05,6.95,7.52
2023-01-06,6.83,7.44
2023-01-09,6.92,7.51
2023-01-10,6.96,7.48
2023-01-11,6.94,7.56
2023-01-12,6.92,7.47
2023-01-13,7.0,7.63
2023-01-16,6.94,7.68
2023-01-17,6.98,7.62
2023-01-18,6.96,7.54
2023-01-19,6.84,7.39
2023-01-20,6.85,7.37
2023-01-23,6.84,7.41
2023-01-24,6.77,7.33
2023-01-25,6.68,7.26
2023-01-26,NaN,7.35
2023-01-27,6.82,7.44
2023-01-30,6.84,7.46
2023-01-31,6.82,7.41
2023-02-01,6.7,7.52
2023-02-02,6.92,7.5
2023-02-03,6.92,7.48
2023-02-06,6.87,NaN
2023-02-07,6.82,7.55
2023-02-08,6.83,7.53
2023-02-09,6.79,7.48
2023-02-10,6.85,7.5
2023-02-13,6.81,7.5
2023-02-14,6.75,7.45
2023-02-15,6.66,7.37
2023-02-16,6.68,7.32
2023-02-17,7.1,7.75
2023-02-20,6.49,7.18
2023-02-21,6.08,6.79
2023-02-22,6.46,6.98
2023-02-23,6.5,7.14
2023-02-24,6.4,6.97
2023-02-27,6.42,7.01
2023-02-28,6.62,7.23
2023-03-01,6.58,7.16
2023-03-02,6.73,7.26
2023-03-03,6.72,7.29
2023-03-06,6.73,7.32
2023-03-07,6.85,7.4
2023-03-08,6.82,7.34
2023-03-09,6.82,7.3
2023-03-10,6.63,7.12
2023-03-13,6.6,7.08
2023-03-14,6.5,6.95
2023-03-15,6.58,7.09
2023-03-16,6.41,6.92
2023-03-17,6.37,6.78
2023-03-20,5.92,6.43
2023-03-21,5.88,6.35
2023-03-22,5.92,6.39
2023-03-23,5.88,6.29
2023-03-24,5.91,6.31
2023-03-27,5.95,6.4
2023-03-28,5.82,6.28
2023-03-29,5.77,6.21
2023-03-30,5.8,6.23
2023-03-31,5.81,6.24
2023-04-03,5.79,6.22
2023-04-04,5.83,6.24
2023-04-05,5.78,6.21
2023-04-06,5.72,6.09
2023-04-11,5.73,6.15
2023-04-12,5.78,6.24
2023-04-13,5.72,6.17
2023-04-14,5.78,6.25
2023-04-17,5.74,6.22
2023-04-18,5.9,6.42
2023-04-19,5.96,6.48
2023-04-20,5.85,6.39
2023-04-21,5.72,6.28
2023-04-24,5.71,6.24
2023-04-26,5.42,5.9
2023-04-27,5.41,5.87
2023-04-28,5.43,5.9
2023-05-01,5.43,5.85
2023-05-02,5.4,5.91
2023-05-03,5.34,5.72
2023-05-04,5.32,5.75
2023-05-05,5.34,5.71
2023-05-08,5.35,5.76
2023-05-09,5.23,5.6
2023-05-10,5.31,5.68
2023-05-11,5.3,5.63
2023-05-12,5.38,5.79
2023-05-15,5.3,5.67
2023-05-16,5.22,5.63
2023-05-17,5.26,5.6
2023-05-18,5.31,5.65
2023-05-19,5.42,5.77
2023-05-22,5.39,5.71
2023-05-23,5.34,5.66
2023-05-24,5.36,5.73
2023-05-25,5.39,5.8
2023-05-26,5.33,5.73
2023-05-29,5.35,5.77
2023-05-30,5.33,5.75
2023-05-31,5.3,5.78
2023-06-01,5.29,5.74
2023-06-02,5.3,5.74
2023-06-05,5.34,NaN
2023-06-06,5.44,6.04
2023-06-07,5.24,5.8
2023-06-08,5.24,5.79
2023-06-09,5.21,5.74
2023-06-12,NaN,5.56
2023-06-13,5.17,5.63
2023-06-14,5.1,5.59
2023-06-15,5.03,5.55
2023-06-16,5.12,5.63
2023-06-19,5.14,5.69
2023-06-20,5.09,5.58
2023-06-21,5.05,5.57
2023-06-22,4.98,5.44
2023-06-23,4.91,5.37
2023-06-26,4.9,5.35
2023-06-27,4.79,5.24
2023-06-28,4.82,5.21
2023-06-29,4.85,5.29
2023-06-30,4.89,5.35
2023-07-03,4.89,5.27
2023-07-04,4.98,5.36
2023-07-05,5.07,5.44
2023-07-06,5.08,5.48
2023-07-07,5.05,5.44
2023-07-10,4.93,5.36
2023-07-11,5.0,5.4
2023-07-12,5.04,5.43
2023-07-13,5.13,5.53
2023-07-14,5.2,NaN
2023-07-17,5.17,5.58
2023-07-18,5.1,5.5
2023-07-19,5.13,5.53
2023-07-20,5.06,5.5
2023-07-21,5.09,5.56
2023-07-24,5.08,5.55
2023-07-25,5.01,5.48
2023-07-26,5.03,5.43
2023-07-27,5.04,5.46
2023-07-28,5.05,5.43
2023-07-31,5.11,5.52
2023-08-01,5.11,5.51
2023-08-02,5.01,5.42
2023-08-03,5.0,5.38
2023-08-04,5.08,5.4
2023-08-07,5.12,5.51
2023-08-08,5.16,5.57
2023-08-09,5.22,5.62
2023-08-10,5.09,5.52
2023-08-11,4.93,5.37
2023-08-14,4.95,5.37
2023-08-15,4.97,5.4
2023-08-16,4.87,5.32
2023-08-17,4.93,5.34
2023-08-18,4.94,5.35
2023-08-21,4.27,4.68
2023-08-22,4.52,4.83
2023-08-23,4.62,5.01
2023-08-24,4.63,4.99
2023-08-25,4.69,5.04
2023-08-28,4.72,5.1
2023-08-29,4.65,5.05
2023-08-30,4.7,5.12
2023-08-31,4.55,5.0
2023-09-01,4.48,4.89
2023-09-04,4.37,4.79
2023-09-05,4.4,4.78
2023-09-06,4.34,4.75
2023-09-07,4.31,4.69
2023-09-08,4.31,4.69
2023-09-11,4.35,4.69
2023-09-12,4.37,4.77
2023-09-13,4.37,4.76
2023-09-14,4.42,4.81
2023-09-15,4.48,4.88
2023-09-18,4.43,4.83
2023-09-19,4.36,4.73
2023-09-20,4.28,4.63
2023-09-21,4.22,4.62
2023-09-22,4.31,4.66
2023-09-25,4.34,4.64
2023-09-26,4.33,4.63
2023-09-27,4.28,4.62
2023-09-28,4.19,4.5
2023-09-29,4.24,4.56
2023-10-02,4.25,4.57
2023-10-03,4.22,4.56
2023-10-04,4.16,4.5
2023-10-05,4.18,4.5
2023-10-06,4.14,4.41
2023-10-09,4.16,4.41
2023-10-10,4.23,4.53
2023-10-11,4.29,4.55
2023-10-12,4.3,4.58
2023-10-13,4.27,4.55
2023-10-16,4.25,4.51
2023-10-17,4.21,4.54
2023-10-18,4.21,4.5
2023-10-19,4.11,4.4
2023-10-20,4.07,4.38
2023-10-23,4.1,NaN
2023-10-24,4.02,4.35
2023-10-25,3.94,4.3
2023-10-26,3.88,4.15
2023-10-27,3.89,4.22
2023-10-30,3.87,4.19
2023-10-31,3.84,4.18
2023-11-01,3.9,4.2
2023-11-02,3.92,4.27
2023-11-03,4.0,4.33
2023-11-06,3.97,4.32
2023-11-07,3.92,4.26
2023-11-08,3.94,4.25
2023-11-09,3.89,4.18
2023-11-10,3.82,4.13
2023-11-13,3.74,4.05
2023-11-14,3.77,4.07
2023-11-15,3.8,4.06
2023-11-16,3.82,4.15
2023-11-17,4.01,4.3
2023-11-20,4.11,4.46
2023-11-21,4.01,4.35
2023-11-22,3.93,4.24
2023-11-23,3.92,4.25
2023-11-24,3.93,4.27
2023-11-27,3.93,4.26
2023-11-28,3.95,4.27
2023-11-29,3.97,4.26
2023-11-30,3.92,4.15
2023-12-01,3.88,4.14
2023-12-04,3.97,4.29
2023-12-05,3.92,4.22
2023-12-06,4.05,4.28
2023-12-07,4.08,4.39
2023-12-08,4.1,4.41
2023-12-11,4.01,4.3
2023-12-12,4.02,4.25
2023-12-13,4.01,4.33
2023-12-14,4.07,4.35
2023-12-15,4.05,4.37
2023-12-18,4.07,4.38
2023-12-19,4.12,4.45
2023-12-20,4.2,4.54
2023-12-21,4.26,4.58
2023-12-22,4.28,4.6
2023-12-27,4.27,4.65
2023-12-28,4.27,4.61
2023-12-29,4.26,4.6
2024-01-02,4.24,NaN
2024-01-03,4.16,4.49
2024-01-04,4.1,4.41
2024-01-05,4.12,4.41
2024-01-08,4.0,4.32
2024-01-09,4.11,4.4
2024-01-10,4.08,4.4
2024-01-11,4.14,4.44
2024-01-12,4.12,4.46
2024-01-15,4.11,4.42
2024-01-16,3.98,4.29
2024-01-17,4.2,4.46
2024-01-18,4.18,4.51
2024-01-19,4.32,4.64
2024-01-22,4.59,4.9
2024-01-23,4.57,4.95
2024-01-24,4.66,4.97
2024-01-25,4.62,4.95
2024-01-26,NaN,5.0
2024-01-29,4.69,5.05
2024-01-30,4.78,5.13
2024-01-31,4.83,5.15
2024-02-01,4.96,5.27
2024-02-02,5.02,5.35
2024-02-05,5.0,5.33
2024-02-06,5.06,NaN
2024-02-07,5.17,5.53
2024-02-08,5.16,5.56
2024-02-09,5.27,5.57
2024-02-12,5.31,5.67
2024-02-13,5.26,5.55
2024-02-14,5.14,5.51
2024-02-15,5.09,5.43
2024-02-16,5.05,5.4
2024-02-19,5.68,6.14
2024-02-20,5.61,5.97
2024-02-21,5.7,6.02
2024-02-22,5.9,6.22
2024-02-23,5.86,6.2
2024-02-26,5.91,6.22
2024-02-27,5.87,6.21
2024-02-28,5.77,6.2
2024-02-29,5.79,6.2
2024-03-01,5.77,6.12
2024-03-04,5.66,6.1
2024-03-05,5.72,6.11
2024-03-06,5.82,6.18
2024-03-07,5.93,6.33
2024-03-08,6.0,6.53
2024-03-11,5.94,6.27
2024-03-12,5.94,6.32
2024-03-13,5.93,6.34
2024-03-14,5.98,6.42
2024-03-15,5.77,6.2
2024-03-18,5.96,6.36
2024-03-19,6.0,6.48
2024-03-20,6.09,6.56
2024-03-21,6.14,6.64
2024-03-22,6.2,6.77
2024-03-25,6.23,6.74
2024-03-26,6.18,6.7
2024-03-27,6.18,6.69
2024-03-28,6.25,6.78
2024-04-02,6.1,6.65
2024-04-03,6.02,6.6
2024-04-04,5.91,6.36
2024-04-05,5.8,6.35
2024-04-08,5.77,6.3
2024-04-09,5.82,6.39
2024-04-10,5.76,6.26
2024-04-11,5.78,6.32
2024-04-12,5.82,6.32
2024-04-15,5.73,6.28
2024-04-16,5.59,6.28
2024-04-17,5.74,6.24
2024-04-18,5.74,6.23
2024-04-19,5.71,6.21
2024-04-22,5.77,6.27
2024-04-23,5.84,6.36
2024-04-24,5.94,6.52
2024-04-26,5.92,6.5
2024-04-29,5.93,6.49
2024-04-30,6.1,6.69
2024-05-01,5.97,6.57
2024-05-02,5.91,6.51
2024-05-03,5.99,6.57
2024-05-06,6.06,6.68
2024-05-07,6.13,6.7
2024-05-08,6.13,6.77
2024-05-09,6.26,6.81
2024-05-10,6.27,6.83
2024-05-13,6.23,6.84
2024-05-14,6.17,6.84
2024-05-15,6.24,6.82
2024-05-16,6.55,7.17
2024-05-17,6.74,7.29
2024-05-20,6.63,7.22
2024-05-21,6.79,7.39
2024-05-22,6.9,7.39
2024-05-23,7.03,7.65
2024-05-24,7.12,7.76
2024-05-27,7.28,7.93
2024-05-28,7.33,7.95
2024-05-29,7.01,7.64
2024-05-30,6.93,7.51
2024-05-31,7.08,7.69
2024-06-03,7.12,NaN
2024-06-04,7.12,7.74
2024-06-05,7.15,7.72
2024-06-06,7.16,7.71
2024-06-07,7.18,7.74
2024-06-10,NaN,7.61
2024-06-11,7.1,7.67
2024-06-12,6.87,7.33
2024-06-13,7.1,7.6
2024-06-14,6.99,7.49
2024-06-17,6.72,7.49
2024-06-18,6.75,7.22
2024-06-19,6.64,7.22
2024-06-20,6.59,7.2
2024-06-21,6.48,6.95
2024-06-24,6.56,6.95
2024-06-25,6.52,7.02
2024-06-26,6.59,7.21
2024-06-27,6.64,7.1
2024-06-28,6.77,NaN
2024-07-01,6.66,7.1
2024-07-02,6.66,7.25
2024-07-03,6.59,7.18
2024-07-04,6.7,7.32
2024-07-05,6.68,7.35
2024-07-08,6.71,7.39
2024-07-09,6.81,7.51
2024-07-10,6.82,7.52
2024-07-11,6.88,7.52
2024-07-12,6.88,7.58
2024-07-15,6.85,7.62
2024-07-16,6.85,7.63
2024-07-17,7.02,7.76
2024-07-18,6.91,7.75
2024-07-19,6.85,7.58
2024-07-22,6.68,7.52
2024-07-23,6.85,7.61
2024-07-24,6.87,7.62
2024-07-25,6.91,7.63
2024-07-26,6.85,7.6
2024-07-29,7.05,7.68
2024-07-30,7.14,7.99
2024-07-31,7.16,7.93
2024-08-01,7.11,7.82
2024-08-02,6.99,7.65
2024-08-05,6.79,7.49
2024-08-06,6.67,7.36
2024-08-07,6.64,7.26
2024-08-08,6.58,7.18
2024-08-09,6.77,7.38
2024-08-12,6.8,7.45
2024-08-13,6.74,7.35
2024-08-14,6.72,7.49
2024-08-15,6.72,7.42
2024-08-16,7.01,7.73
2024-08-19,5.7,6.27
2024-08-20,5.74,6.11
2024-08-21,5.65,6.2
2024-08-22,5.9,6.37
2024-08-23,5.77,6.32
2024-08-26,5.86,6.42
2024-08-27,5.71,6.18
2024-08-28,5.71,6.21
2024-08-29,5.65,6.12
2024-08-30,5.59,6.08
2024-09-02,5.73,6.27
2024-09-03,5.53,6.1
2024-09-04,5.56,6.01
2024-09-05,5.53,6.02
2024-09-06,5.56,6.04
2024-09-09,5.53,6.03
2024-09-10,5.6,6.05
2024-09-11,5.64,6.05
2024-09-12,5.63,6.13
2024-09-13,5.61,6.16
2024-09-16,5.46,5.93
2024-09-17,5.4,5.83
2024-09-18,5.25,5.71
2024-09-19,5.26,5.77
2024-09-20,5.31,5.85
2024-09-23,5.2,5.68
2024-09-24,5.43,5.85
2024-09-25,5.51,5.9
2024-09-26,5.74,6.1
2024-09-27,6.25,6.79
2024-09-30,6.24,6.85
2024-10-01,6.23,6.73
2024-10-02,6.41,6.97
2024-10-03,6.32,6.87
2024-10-04,6.23,6.9
2024-10-07,6.37,7.04
2024-10-08,6.35,6.86
2024-10-09,6.35,7.02
2024-10-10,6.46,7.16
2024-10-11,6.45,7.17
2024-10-14,6.42,7.12
2024-10-15,6.36,7.05
2024-10-16,6.14,6.76
2024-10-17,5.99,6.65
2024-10-18,5.9,6.53
2024-10-21,5.91,6.64
2024-10-22,5.89,6.55
2024-10-23,5.93,6.54
2024-10-24,5.81,6.53
2024-10-25,5.74,6.36
